'Level of description','Identifier','Title','Date','Description','Format','Rights','Contributor','Collection identifier','Collection title','Published online?',MulMultiMediaRefLocal_1,URL
Sub-item,2008.0045.00270,Collection of Shell Advertisements for  Shell X-100 motor oil [3 of many],c.1951-1956,Previous Control Number: ID 2731 5 years ago…Since then SHELL X-100 MOTOR OIL. Inscriptions: AL575/48,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4892,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00270
Sub-item,2008.0045.00271,Collection of Shell Advertisements for  Shell X-100 motor oil [4 of many],c.1951-1956,Previous Control Number: ID 2731 Water means wear UNDER THERE.,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4893,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00271
Sub-item,2008.0045.00272,Collection of Shell Advertisements for  Shell X-100 motor oil [5 of many],c.1951-1956,Previous Control Number: ID 2731 Ideas have changed on engine wear… Inscriptions: AL5511/48,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4894,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00272
Sub-item,2008.0045.00273,Collection of Shell Advertisements for  Shell X-100 motor oil [6 of many],c.1951-1956,Previous Control Number: ID 2731 If you could see your car's cylinders in the first few fatal minutes… Inscriptions: AL5510/48,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4895,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00273
Sub-item,2008.0045.00274,Collection of Shell Advertisements for  Shell X-100 motor oil [7 of many],c.1951-1956,Previous Control Number: ID 2726 It pays to know more about your car. What is multi-grade oil? Inscriptions: AL574/33,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4896,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00274
Sub-item,2008.0045.00275,Collection of Shell Advertisements for  Shell X-100 motor oil [8 of many],c.1951-1956,Previous Control Number: ID 2726 It pays to know more about your car. What is acid action? Inscriptions: AL573/33,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4897,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00275
Sub-item,2008.0045.00276,Collection of Shell Advertisements for  Shell X-100 motor oil [9 of many],c.1951-1956,Previous Control Number: ID 2726 You can see what Acid Action does to your silencer and exhaust. Inscriptions: AL558R/48,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4898,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00276
Sub-item,2008.0045.00277,Collection of Shell Advertisements for  Shell X-100 motor oil [10 of many],c.1951-1956,"Previous Control Number: ID 2726 SHELL X-100 IS THE WORLD""S MOST COMPLETE MOTOR OIL. Inscriptions: AL576/48",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4899,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00277
Sub-item,2008.0045.00278,Collection of Shell Advertisements for  Shell X-100 motor oil [11 of many],c.1951-1956,Previous Control Number: ID 2726 Did you read what 'Practical Motorist' said about ENGINE WEAR,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4900,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00278
Sub-item,2008.0045.00279,Collection of Shell Advertisements for  Shell X-100 motor oil [12 of many],c.1951-1956,Previous Control Number: ID 2726 In the first few fatal minutes ACID EATS AWAY YOUR ENGINE! Inscriptions: AL559/48,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4901,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00279
Sub-item,2008.0045.00280,Collection of Shell Advertisements for  Shell X-100 motor oil [13 of many],c.1951-1956,"Previous Control Number: ID 2726 ACID ACTION, NOT FRICTION is the ""enemy within"" your engine. Inscriptions: AL5213D",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4902,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00280
Sub-item,2008.0045.00281,Collection of Shell Advertisements for  Shell X-100 motor oil [14 of many],c.1951-1956,Previous Control Number: ID 2726 Old cars make acid too! Inscriptions: AL5218D,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4903,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00281
Sub-item,2008.0045.00282,Collection of Shell Advertisements for  Shell X-100 motor oil [15 of many],c.1951-1956,Previous Control Number: ID 2726 Another great service from your Shell Dealer! Inscriptions: SD24/T3,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4904,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00282
Sub-item,2008.0045.00283,Collection of Shell Advertisements for  Shell X-100 motor oil [16 of many],c.1951-1956,Previous Control Number: ID 2726 Atomic texts prove Shell X-100 Motor Oil reduced engine wear by up to 50% Inscriptions: AL526/T3,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4905,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00283
Sub-item,2008.0045.00284,Collection of Shell Advertisements for  Shell X-100 motor oil [17 of many],c.1951-1956,Previous Control Number: ID 2726 On your motoring holidays give your engine the amzing protection of Shell X-100 Motor Oil,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4906,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00284
Sub-item,2008.0045.00285,Collection of Shell Advertisements for  Shell X-100 motor oil [18 of many],c.1951-1956,Previous Control Number: ID 2726 Presenting an entirely new lubricant… SHELL X-100 MOTOR OIL. Inscriptions: AL522,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4907,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00285
Sub-item,2008.0045.00286,Collection of Shell Advertisements for  Shell X-100 motor oil [19 of many],c.1951-1956,Previous Control Number: ID 2726 This engine was astonishingly free from wear. Inscriptions: AL545/16,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4908,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00286
Sub-item,2008.0045.00287,Collection of Shell Advertisements for  Shell X-100 motor oil [20 of many],c.1951-1956,"Previous Control Number: ID 2726 HOLDEN OWNERS This Holden has been running on Shell X-100 Motor Oil, and when examined at 26,000 miles WEAR WAS NEGLIGIBLE. Inscriptions: AL542/48",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4909,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00287
Sub-item,2008.0045.00288,Collection of Shell Advertisements for  Shell X-100 motor oil [21 of many],c.1951-1956,Previous Control Number: ID 2726 Shell X-100 Motor Oil arrests acid action. Inscriptions: AL5210D,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4910,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00288
Sub-item,2008.0045.00289,Collection of Shell Advertisements for  Shell X-100 motor oil [22 of many],c.1951-1956,Previous Control Number: ID 2726 WARNING! Acid Action at work… Inscriptions: AL531M,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4911,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00289
Sub-item,2008.0045.00290,Collection of Shell Advertisements for  Shell X-100 motor oil [23 of many],c.1951-1956,Previous Control Number: ID 2726 Another Triumph for Shell X-100 Motor Oil. Inscriptions: G538/75,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4912,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00290
Sub-item,2008.0045.00291,Collection of Shell Advertisements for  Shell X-100 motor oil [24 of many],c.1951-1956,Previous Control Number: ID 2726 Invincible Combination of the Race Tracks of the world… Inscriptions: G537/75,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4913,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00291
Sub-item,2008.0045.00292,Collection of Shell Advertisements for  Shell X-100 motor oil [25 of many],c.1951-1956,"Previous Control Number: ID 2726 Use ""World Champion"" SHELL in your car, truck, or tractor. Inscriptions: G5310/75",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4914,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00292
Sub-item,2008.0045.00293,Collection of Shell Advertisements for  Shell X-100 motor oil [26 of many],c.1951-1956,Previous Control Number: ID 2726 Further proof that SHELL MOTOR SPIRIT and SHELL X-100 MOTOR OIL are way out in front for performance. Inscriptions: G536/75,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4915,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00293
Sub-item,2008.0045.00294,Collection of Shell Advertisements for  Shell X-100 motor oil [27 of many],c.1951-1956,Previous Control Number: ID 2726 Every major Grand Prix won on SHELL! Inscriptions: G535/75,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4916,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00294
Sub-item,2008.0045.00295,First Shell tanker arrives from liberated British Borneo [1 of many],1946,Previous Control Number: ID 2849 First Shell Tanker arrives in Sydney from liberated British Borneo! Inscriptions: G4664,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4917,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00295
Sub-item,2008.0045.00296,First Shell tanker arrives from liberated British Borneo [2 of many],1946,Previous Control Number: ID 2849 First Shell tanker arrives from liberated British Borneo. UNLOADS SHELL FOR SHELL CLYDE REFINERY. Inscriptions: G46 6B,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4918,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00296
Sub-item,2008.0045.00297,Previous Control Number: ID 3474 Discover Australia With Shell Australian Wildflowers [1 of many],1959,Previous Control Number: ID 3474 QUEENSLAND . . AUSTRALIA'S TROPICAL PARADISE. Inscriptions: Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4919,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00297
Sub-item,2008.0045.00298,Previous Control Number: ID 3474 Discover Australia With Shell Australian Wildflowers [2 of many],1959,Previous Control Number: ID 3474 LAMINGTON . . GUARDIAN OF THE GOLD COAST. Inscriptions: Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4920,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00298
Sub-item,2008.0045.00299,Previous Control Number: ID 3474 Discover Australia With Shell Australian Wildflowers [3 of many],1959,Previous Control Number: ID 3474 NORTHERN RIVERS . . . THE LUSH LAND. Inscriptions: Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4923,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00299
Sub-item,2008.0045.00300,Previous Control Number: ID 3474 Discover Australia With Shell Australian Wildflowers [4 of many],1959,Previous Control Number: ID 3474 AYER'S ROCK . . . SENTINEL OF THE CENTRE. Inscriptions: Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4925,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00300
Sub-item,2008.0045.00301,Previous Control Number: ID 3474 Discover Australia With Shell Australian Wildflowers [5 of many],1959,Previous Control Number: ID 3474 WILDFLOWER WONDERLAND OF THE WEST. Inscriptions: Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4926,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00301
Sub-item,2008.0045.00302,Previous Control Number: ID 3474 Discover Australia With Shell Australian Wildflowers [6 of many],1959,Previous Control Number: ID 3474 TASMANIA . . . THE VERDANT ISLAND STATE. Inscriptions: Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4928,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00302
Sub-item,2008.0045.00303,Previous Control Number: ID 3474 Discover Australia With Shell Australian Wildflowers [7 of many],1959,Previous Control Number: ID 3474 THE SNOWY MOUNTAINS . . ROOF OF AUSTRALIA.  Inscriptions: Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4930,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00303
Sub-item,2008.0045.00304,Previous Control Number: ID 3474 Discover Australia With Shell Australian Wildflowers [8 of many],1959,Previous Control Number: ID 3474 VICTORIA COAST . . . THE MAINLAND'S SOUTHERN RAMPARTS. Inscriptions: Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4944,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00304
Sub-item,2008.0045.00305,Previous Control Number: ID 3474 Discover Australia With Shell Australian Wildflowers [9 of many],1959,Previous Control Number: ID 3474 SPRINGTIME IN THE GRAMPIANS.  Inscriptions: Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4953,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00305
Sub-item,2008.0045.00306,Previous Control Number: ID 3474 Discover Australia With Shell Australian Wildflowers [10 of many],1959,Previous Control Number: ID 3474 SOUTH AUSTRALIA . . LAND OF CONTRASTS. Inscriptions: Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,4980,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00306
Sub-item,2008.0045.00307,Previous Control Number: ID 3474 Discover Australia With Shell Australian Wildflowers [11 of many],1959,Previous Control Number: ID 3474 NEWS SOUTH WALES . . LAND OF WATERWAYS. Inscriptions: Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5024,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00307
Sub-item,2008.0045.00308,Previous Control Number: ID 3474 Discover Australia With Shell Australian Wildflowers [12 of many],1959,Previous Control Number: ID 3474 VICTORIA ALPS . . THE WINTER PLAYGROUND. Inscriptions: Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5032,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00308
Sub-item,2008.0045.00310,Discover Australia With Shell - Birds of Australia [1 of many],1948-1955,Previous Control Number: ID 3476 SEA BIRDS OF AUSTRALIA Inscriptions: B2 Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5033,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00310
Sub-item,2008.0045.00311,Discover Australia With Shell - Birds of Australia [2 of many],1948-1955,Previous Control Number: ID 3476 THE BIRDS OF WESTERN AUSTRALIA Inscriptions: B6 Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5034,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00311
Sub-item,2008.0045.00312,Discover Australia With Shell - Birds of Australia [3 of many],1948-1955,Previous Control Number: ID 3476 THE BIRDS OF TASMANIA Inscriptions: B8 Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5035,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00312
Sub-item,2008.0045.00313,Discover Australia With Shell - Shells [1 of many],1948-1955,Previous Control Number: ID 3477 THE SHELLS OF  VICTORIA Inscriptions: S1  Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5036,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00313
Sub-item,2008.0045.00314,Discover Australia With Shell - Shells [2 of many],1948-1955,Previous Control Number: ID 3477 THE SHELLS OF NEW SOUTH WALES Inscriptions: S2  Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5037,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00314
Sub-item,2008.0045.00315,Discover Australia With Shell - Shells [3 of many],1948-1955,Previous Control Number: ID 3477 THE SHELLS OF NEW TASMANIA Inscriptions: S3  Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5038,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00315
Sub-item,2008.0045.00316,Discover Australia With Shell - Shells [4 of many],1948-1955,Previous Control Number: ID 3477 THE SHELLS OF QUEENSLAND Inscriptions: S4  Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5039,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00316
Sub-item,2008.0045.00317,Discover Australia With Shell - Shells [5 of many],1948-1955,Previous Control Number: ID 3477 A CORAL FANTASIA Inscriptions: S8  Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5040,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00317
Sub-item,2008.0045.00318,Discover Australia With Shell - Shells [6 of many],1948-1955,Previous Control Number: ID 3477 UNDERWATER WORLD OF LIVING COLOUR Inscriptions: S9  Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5047,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00318
Sub-item,2008.0045.00319,Discover Australia With Shell - Shells [7 of many],1948-1955,Previous Control Number: ID 3477 THE SHELLS OF SOUTH AUSTRALIA Inscriptions: S4  Painted for the Shell Company of Australia by R. Malcolm Warner,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5048,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00319
Sub-item,2008.0045.00320,Press cuttings of Shell product advertising [1 of many],1962-1964,Previous Control Number: ID 335 All-round view of a scientist. Inscriptions: Shell Advt 1962-64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5049,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00320
Sub-item,2008.0045.00321,Press cuttings of Shell product advertising [2 of many],6-Apr-62,Previous Control Number: ID 335 Guess what I got from the SHELL station! Inscriptions: Shell Advt 1962-64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5050,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00321
Sub-item,2008.0045.00322,Press cuttings of Shell product advertising [3 of many],26-Apr-63,Previous Control Number: ID 335 The surest gun in the business. Inscriptions: Shell Advt 1962-64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5051,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00322
